project,method,length,accuracy
deeplearning4j,File,3,64.13
deeplearning4j,File,3,49.48
deeplearning4j,File,3,78.1
deeplearning4j,File,3,80.56
deeplearning4j,File,3,17.78
deeplearning4j,File,3,36.51
deeplearning4j,File,3,75.74
deeplearning4j,File,3,71.58
deeplearning4j,File,3,83.33
deeplearning4j,File,3,64.76
deeplearning4j,File,3,71.16
deeplearning4j,File,3,89.58
deeplearning4j,File,3,100.0
deeplearning4j,File,3,80.0
deeplearning4j,File,3,73.62
deeplearning4j,File,3,79.16
deeplearning4j,File,3,32.81
deeplearning4j,File,3,64.1
deeplearning4j,File,3,77.14
deeplearning4j,File,3,48.35
deeplearning4j,File,3,98.18
deeplearning4j,File,3,46.17
deeplearning4j,File,3,75.85
deeplearning4j,File,3,70.0
deeplearning4j,File,3,94.69
deeplearning4j,File,3,67.63
deeplearning4j,File,3,60.88
deeplearning4j,File,3,77.82
deeplearning4j,File,3,69.44
deeplearning4j,File,3,100.0
deeplearning4j,File,3,81.82
deeplearning4j,File,3,61.08
deeplearning4j,File,3,90.0
deeplearning4j,File,3,79.12
deeplearning4j,File,3,48.82
deeplearning4j,File,3,63.06
deeplearning4j,File,3,63.64
deeplearning4j,DefUse,3,71.38
deeplearning4j,DefUse,3,38.53
deeplearning4j,DefUse,3,0.0
deeplearning4j,DefUse,3,86.98
deeplearning4j,DefUse,3,99.44
deeplearning4j,DefUse,3,91.18
deeplearning4j,DefUse,3,49.7
deeplearning4j,DefUse,3,47.62
deeplearning4j,DefUse,3,86.67
deeplearning4j,DefUse,3,30.0
deeplearning4j,DefUse,3,85.44
deeplearning4j,DefUse,3,75.0
deeplearning4j,DefUse,3,20.0
deeplearning4j,DefUse,3,45.59
deeplearning4j,DefUse,3,30.0
deeplearning4j,DefUse,3,30.0
deeplearning4j,DefUse,3,90.91
deeplearning4j,DefUse,3,64.1
deeplearning4j,DefUse,3,30.0
deeplearning4j,DefUse,3,0.0
deeplearning4j,DefUse,3,47.62
deeplearning4j,DefUse,3,26.67
deeplearning4j,DefUse,3,30.0
deeplearning4j,DefUse,3,73.33
deeplearning4j,DefUse,3,93.12
deeplearning4j,DefUse,3,20.0
deeplearning4j,DefUse,3,78.57
deeplearning4j,DefUse,3,20.0
deeplearning4j,DefUse,3,37.36
deeplearning4j,DefUse,3,56.33
deeplearning4j,DefUse,3,45.16
deeplearning4j,DefUse,3,59.05
deeplearning4j,DefUse,3,98.33
deeplearning4j,DefUse,3,90.11
deeplearning4j,DefUse,3,56.06
deeplearning4j,DefUse,3,46.67
deeplearning4j,DefUse,3,27.67
deeplearning4j,DefUse,3,16.67
deeplearning4j,DefUse,3,81.58
deeplearning4j,DefUse,3,51.26
deeplearning4j,DefUse,3,23.81
deeplearning4j,DefUse,3,48.79
deeplearning4j,DefUse,3,92.62
deeplearning4j,DefUse,3,0.0
deeplearning4j,DefUse,3,26.67
deeplearning4j,DefUse,3,40.3
deeplearning4j,DefUse,3,0.0
deeplearning4j,DefUse,3,44.44
deeplearning4j,DefUse,3,20.0
deeplearning4j,DefUse,3,66.67
deeplearning4j,DefUse,3,71.0
deeplearning4j,DefUse,3,30.0
deeplearning4j,DefUse,3,100.0
deeplearning4j,DefUse,3,90.44
deeplearning4j,DefUse,3,26.67
deeplearning4j,DefUse,3,33.33
deeplearning4j,DefUse,3,51.46
deeplearning4j,DefUse,3,43.02
deeplearning4j,DefUse,3,49.37
deeplearning4j,DefUse,3,38.59
deeplearning4j,DefUse,3,88.6
deeplearning4j,DefUse,3,38.18
deeplearning4j,DefUse,3,60.47
deeplearning4j,DefUse,3,57.97
deeplearning4j,DefUse,3,55.0
deeplearning4j,DefUse,3,77.14
deeplearning4j,DefUse,3,86.11
deeplearning4j,DefUse,3,84.78
deeplearning4j,DefUse,3,37.04
deeplearning4j,DefUse,3,66.18
deeplearning4j,DefUse,3,51.58
deeplearning4j,DefUse,3,83.33
deeplearning4j,DefUse,3,69.52
deeplearning4j,DefUse,3,69.31
deeplearning4j,DefUse,3,78.99
deeplearning4j,DefUse,3,33.33
deeplearning4j,DefUse,3,95.83
deeplearning4j,DefUse,3,62.86
deeplearning4j,DefUse,3,45.21
deeplearning4j,DefUse,3,72.28
deeplearning4j,DefUse,3,38.46
deeplearning4j,DefUse,3,56.1
deeplearning4j,DefUse,3,72.53
deeplearning4j,DefUse,3,41.82
deeplearning4j,DefUse,3,68.15
deeplearning4j,DefUse,3,62.41
deeplearning4j,DefUse,3,73.16
deeplearning4j,DefUse,3,91.8
deeplearning4j,DefUse,3,82.17
deeplearning4j,DefUse,3,99.43
deeplearning4j,DefUse,3,65.52
deeplearning4j,DefUse,3,50.0
deeplearning4j,DefUse,3,26.67
deeplearning4j,DefUse,3,40.91
deeplearning4j,DefUse,3,70.92
deeplearning4j,DefUse,3,20.0
deeplearning4j,DefUse,3,38.46
deeplearning4j,DefUse,3,41.51
deeplearning4j,DefUse,3,66.23
deeplearning4j,DefUse,3,56.06
deeplearning4j,SmartCommit,3,70.15
deeplearning4j,SmartCommit,3,78.06
deeplearning4j,SmartCommit,3,100.0
deeplearning4j,SmartCommit,3,74.84
deeplearning4j,SmartCommit,3,71.18
deeplearning4j,SmartCommit,3,96.32
deeplearning4j,SmartCommit,3,58.18
deeplearning4j,SmartCommit,3,80.95
deeplearning4j,SmartCommit,3,100.0
deeplearning4j,SmartCommit,3,100.0
deeplearning4j,SmartCommit,3,59.69
deeplearning4j,SmartCommit,3,100.0
deeplearning4j,SmartCommit,3,100.0
deeplearning4j,SmartCommit,3,91.18
deeplearning4j,SmartCommit,3,80.0
deeplearning4j,SmartCommit,3,100.0
deeplearning4j,SmartCommit,3,54.55
deeplearning4j,SmartCommit,3,78.21
deeplearning4j,SmartCommit,3,90.0
deeplearning4j,SmartCommit,3,100.0
deeplearning4j,SmartCommit,3,100.0
deeplearning4j,SmartCommit,3,100.0
deeplearning4j,SmartCommit,3,60.0
deeplearning4j,SmartCommit,3,98.33
deeplearning4j,SmartCommit,3,81.16
deeplearning4j,SmartCommit,3,90.0
deeplearning4j,SmartCommit,3,98.1
deeplearning4j,SmartCommit,3,70.0
deeplearning4j,SmartCommit,3,100.0
deeplearning4j,SmartCommit,3,84.33
deeplearning4j,SmartCommit,3,75.66
deeplearning4j,SmartCommit,3,62.86
deeplearning4j,SmartCommit,3,66.67
deeplearning4j,SmartCommit,3,90.11
deeplearning4j,SmartCommit,3,78.79
deeplearning4j,SmartCommit,3,93.76
deeplearning4j,SmartCommit,3,82.86
deeplearning4j,SmartCommit,3,66.67
deeplearning4j,SmartCommit,3,91.58
deeplearning4j,SmartCommit,3,69.2
deeplearning4j,SmartCommit,3,80.95
deeplearning4j,SmartCommit,3,76.01
deeplearning4j,SmartCommit,3,91.38
deeplearning4j,SmartCommit,3,100.0
deeplearning4j,SmartCommit,3,100.0
deeplearning4j,SmartCommit,3,75.65
deeplearning4j,SmartCommit,3,100.0
deeplearning4j,SmartCommit,3,100.0
deeplearning4j,SmartCommit,3,100.0
deeplearning4j,SmartCommit,3,60.0
deeplearning4j,SmartCommit,3,99.33
deeplearning4j,SmartCommit,3,100.0
deeplearning4j,SmartCommit,3,100.0
deeplearning4j,SmartCommit,3,75.74
deeplearning4j,SmartCommit,3,60.0
deeplearning4j,SmartCommit,3,80.56
deeplearning4j,SmartCommit,3,61.4
deeplearning4j,SmartCommit,3,56.41
deeplearning4j,SmartCommit,3,61.12
deeplearning4j,SmartCommit,3,65.89
deeplearning4j,SmartCommit,3,80.22
deeplearning4j,SmartCommit,3,69.09
deeplearning4j,SmartCommit,3,71.54
deeplearning4j,SmartCommit,3,60.51
deeplearning4j,SmartCommit,3,47.31
deeplearning4j,SmartCommit,3,81.9
deeplearning4j,SmartCommit,3,72.22
deeplearning4j,SmartCommit,3,17.78
deeplearning4j,SmartCommit,3,40.48
deeplearning4j,SmartCommit,3,92.65
deeplearning4j,SmartCommit,3,58.95
deeplearning4j,SmartCommit,3,59.85
deeplearning4j,SmartCommit,3,73.33
deeplearning4j,SmartCommit,3,74.87
deeplearning4j,SmartCommit,3,79.83
deeplearning4j,SmartCommit,3,76.19
deeplearning4j,SmartCommit,3,66.67
deeplearning4j,SmartCommit,3,37.08
deeplearning4j,SmartCommit,3,70.59
deeplearning4j,SmartCommit,3,59.35
deeplearning4j,SmartCommit,3,53.85
deeplearning4j,SmartCommit,3,70.84
deeplearning4j,SmartCommit,3,41.76
deeplearning4j,SmartCommit,3,81.82
deeplearning4j,SmartCommit,3,78.23
deeplearning4j,SmartCommit,3,75.68
deeplearning4j,SmartCommit,3,56.32
deeplearning4j,SmartCommit,3,49.25
deeplearning4j,SmartCommit,3,57.78
deeplearning4j,SmartCommit,3,85.49
deeplearning4j,SmartCommit,3,54.44
deeplearning4j,SmartCommit,3,94.44
deeplearning4j,SmartCommit,3,100.0
deeplearning4j,SmartCommit,3,59.09
deeplearning4j,SmartCommit,3,78.46
deeplearning4j,SmartCommit,3,90.0
deeplearning4j,SmartCommit,3,79.12
deeplearning4j,SmartCommit,3,67.74
deeplearning4j,SmartCommit,3,50.38
deeplearning4j,SmartCommit,3,63.64
deeplearning4j,All,5,28.92
deeplearning4j,All,5,57.35
deeplearning4j,All,5,54.98
deeplearning4j,All,5,21.21
deeplearning4j,All,5,67.91
deeplearning4j,All,5,62.67
deeplearning4j,All,5,30.0
deeplearning4j,All,5,16.67
deeplearning4j,All,5,24.76
deeplearning4j,All,5,25.0
deeplearning4j,All,5,27.78
deeplearning4j,All,5,14.29
deeplearning4j,All,5,37.89
deeplearning4j,All,5,30.2
deeplearning4j,All,5,23.0
deeplearning4j,All,5,43.03
deeplearning4j,All,5,32.22
deeplearning4j,All,5,31.62
deeplearning4j,All,5,28.35
deeplearning4j,All,5,72.18
deeplearning4j,All,5,42.96
deeplearning4j,All,5,27.51
deeplearning4j,All,5,14.29
deeplearning4j,All,5,80.47
deeplearning4j,All,5,25.76
deeplearning4j,All,5,56.05
deeplearning4j,All,5,21.79
deeplearning4j,All,5,15.56
deeplearning4j,All,5,28.49
deeplearning4j,All,5,27.93
deeplearning4j,All,5,25.07
deeplearning4j,All,5,32.15
deeplearning4j,All,5,23.44
deeplearning4j,All,5,35.69
deeplearning4j,All,5,24.56
deeplearning4j,All,5,39.68
deeplearning4j,All,5,29.24
deeplearning4j,All,5,31.9
deeplearning4j,All,5,35.67
deeplearning4j,All,5,42.03
deeplearning4j,All,5,33.99
deeplearning4j,All,5,25.51
deeplearning4j,All,5,59.85
deeplearning4j,All,5,39.92
deeplearning4j,All,5,32.39
deeplearning4j,All,5,64.92
deeplearning4j,All,5,22.61
deeplearning4j,All,5,45.48
deeplearning4j,All,5,36.22
deeplearning4j,All,5,43.24
deeplearning4j,All,5,23.33
deeplearning4j,All,5,46.37
deeplearning4j,All,5,26.47
deeplearning4j,All,5,39.62
deeplearning4j,All,5,39.84
deeplearning4j,All,5,34.53
deeplearning4j,All,5,44.04
deeplearning4j,All,5,39.55
deeplearning4j,All,5,39.02
deeplearning4j,All,5,46.15
deeplearning4j,All,5,39.22
deeplearning4j,All,5,24.24
deeplearning4j,All,5,26.33
deeplearning4j,All,5,31.97
deeplearning4j,All,5,29.38
deeplearning4j,All,5,31.74
deeplearning4j,All,5,38.85
deeplearning4j,All,5,42.65
deeplearning4j,All,5,32.85
deeplearning4j,All,5,45.01
deeplearning4j,All,5,24.93
deeplearning4j,All,5,29.52
deeplearning4j,All,5,31.38
deeplearning4j,File,5,71.69
deeplearning4j,File,5,99.55
deeplearning4j,File,5,53.62
deeplearning4j,File,5,92.42
deeplearning4j,File,5,90.73
deeplearning4j,File,5,71.13
deeplearning4j,File,5,93.68
deeplearning4j,File,5,80.56
deeplearning4j,File,5,80.95
deeplearning4j,File,5,94.17
deeplearning4j,File,5,100.0
deeplearning4j,File,5,96.43
deeplearning4j,File,5,68.95
deeplearning4j,File,5,89.46
deeplearning4j,File,5,98.67
deeplearning4j,File,5,68.28
deeplearning4j,File,5,83.49
deeplearning4j,File,5,85.29
deeplearning4j,File,5,89.15
deeplearning4j,File,5,32.82
deeplearning4j,File,5,60.88
deeplearning4j,File,5,89.68
deeplearning4j,File,5,100.0
deeplearning4j,File,5,44.92
deeplearning4j,File,5,77.27
deeplearning4j,File,5,100.0
deeplearning4j,File,5,100.0
deeplearning4j,File,5,100.0
deeplearning4j,File,5,71.51
deeplearning4j,File,5,70.98
deeplearning4j,File,5,70.61
deeplearning4j,File,5,88.19
deeplearning4j,File,5,61.72
deeplearning4j,File,5,69.57
deeplearning4j,File,5,83.63
deeplearning4j,File,5,63.55
deeplearning4j,File,5,79.53
deeplearning4j,File,5,77.22
deeplearning4j,File,5,76.02
deeplearning4j,File,5,90.45
deeplearning4j,File,5,84.31
deeplearning4j,File,5,81.29
deeplearning4j,File,5,49.76
deeplearning4j,File,5,82.9
deeplearning4j,File,5,67.88
deeplearning4j,File,5,57.46
deeplearning4j,File,5,83.67
deeplearning4j,File,5,92.73
deeplearning4j,File,5,79.82
deeplearning4j,File,5,83.07
deeplearning4j,File,5,93.33
deeplearning4j,File,5,67.71
deeplearning4j,File,5,86.03
deeplearning4j,File,5,66.28
deeplearning4j,File,5,62.41
deeplearning4j,File,5,65.19
deeplearning4j,File,5,94.57
deeplearning4j,File,5,67.09
deeplearning4j,File,5,93.3
deeplearning4j,File,5,63.43
deeplearning4j,File,5,63.6
deeplearning4j,File,5,82.17
deeplearning4j,File,5,76.9
deeplearning4j,File,5,69.48
deeplearning4j,File,5,78.35
deeplearning4j,File,5,75.77
deeplearning4j,File,5,42.99
deeplearning4j,File,5,83.11
deeplearning4j,File,5,75.46
deeplearning4j,File,5,69.65
deeplearning4j,File,5,71.21
deeplearning4j,File,5,73.45
deeplearning4j,File,5,72.38
deeplearning4j,DefUse,5,30.13
deeplearning4j,DefUse,5,99.43
deeplearning4j,DefUse,5,54.9
deeplearning4j,DefUse,5,80.3
deeplearning4j,DefUse,5,43.67
deeplearning4j,DefUse,5,75.65
deeplearning4j,DefUse,5,36.32
deeplearning4j,DefUse,5,16.67
deeplearning4j,DefUse,5,72.38
deeplearning4j,DefUse,5,25.0
deeplearning4j,DefUse,5,27.78
deeplearning4j,DefUse,5,14.29
deeplearning4j,DefUse,5,64.74
deeplearning4j,DefUse,5,71.79
deeplearning4j,DefUse,5,75.67
deeplearning4j,DefUse,5,82.82
deeplearning4j,DefUse,5,79.68
deeplearning4j,DefUse,5,69.85
deeplearning4j,DefUse,5,62.24
deeplearning4j,DefUse,5,28.85
deeplearning4j,DefUse,5,39.4
deeplearning4j,DefUse,5,89.15
deeplearning4j,DefUse,5,14.29
deeplearning4j,DefUse,5,40.74
deeplearning4j,DefUse,5,25.76
deeplearning4j,DefUse,5,56.05
deeplearning4j,DefUse,5,21.79
deeplearning4j,DefUse,5,84.44
deeplearning4j,DefUse,5,28.49
deeplearning4j,DefUse,5,27.93
deeplearning4j,DefUse,5,34.42
deeplearning4j,DefUse,5,76.67
deeplearning4j,DefUse,5,70.32
deeplearning4j,DefUse,5,51.31
deeplearning4j,DefUse,5,81.87
deeplearning4j,DefUse,5,46.68
deeplearning4j,DefUse,5,58.48
deeplearning4j,DefUse,5,31.9
deeplearning4j,DefUse,5,67.84
deeplearning4j,DefUse,5,79.6
deeplearning4j,DefUse,5,33.99
deeplearning4j,DefUse,5,71.72
deeplearning4j,DefUse,5,65.13
deeplearning4j,DefUse,5,62.98
deeplearning4j,DefUse,5,33.74
deeplearning4j,DefUse,5,68.57
deeplearning4j,DefUse,5,73.53
deeplearning4j,DefUse,5,94.13
deeplearning4j,DefUse,5,91.42
deeplearning4j,DefUse,5,75.25
deeplearning4j,DefUse,5,23.33
deeplearning4j,DefUse,5,70.1
deeplearning4j,DefUse,5,26.47
deeplearning4j,DefUse,5,38.21
deeplearning4j,DefUse,5,59.05
deeplearning4j,DefUse,5,74.69
deeplearning4j,DefUse,5,90.33
deeplearning4j,DefUse,5,38.92
deeplearning4j,DefUse,5,75.47
deeplearning4j,DefUse,5,52.89
deeplearning4j,DefUse,5,41.35
deeplearning4j,DefUse,5,47.06
deeplearning4j,DefUse,5,70.98
deeplearning4j,DefUse,5,55.47
deeplearning4j,DefUse,5,43.14
deeplearning4j,DefUse,5,59.46
deeplearning4j,DefUse,5,49.2
deeplearning4j,DefUse,5,66.53
deeplearning4j,DefUse,5,66.86
deeplearning4j,DefUse,5,51.98
deeplearning4j,DefUse,5,49.38
deeplearning4j,DefUse,5,64.03
deeplearning4j,DefUse,5,51.95
deeplearning4j,DefUse,5,56.02
deeplearning4j,SmartCommit,5,64.07
deeplearning4j,SmartCommit,5,75.4
deeplearning4j,SmartCommit,5,51.89
deeplearning4j,SmartCommit,5,93.94
deeplearning4j,SmartCommit,5,71.3
deeplearning4j,SmartCommit,5,62.15
deeplearning4j,SmartCommit,5,90.0
deeplearning4j,SmartCommit,5,83.33
deeplearning4j,SmartCommit,5,45.71
deeplearning4j,SmartCommit,5,87.5
deeplearning4j,SmartCommit,5,100.0
deeplearning4j,SmartCommit,5,100.0
deeplearning4j,SmartCommit,5,72.11
deeplearning4j,SmartCommit,5,80.63
deeplearning4j,SmartCommit,5,91.0
deeplearning4j,SmartCommit,5,47.11
deeplearning4j,SmartCommit,5,73.02
deeplearning4j,SmartCommit,5,93.38
deeplearning4j,SmartCommit,5,96.23
deeplearning4j,SmartCommit,5,83.21
deeplearning4j,SmartCommit,5,74.4
deeplearning4j,SmartCommit,5,92.59
deeplearning4j,SmartCommit,5,100.0
deeplearning4j,SmartCommit,5,73.08
deeplearning4j,SmartCommit,5,100.0
deeplearning4j,SmartCommit,5,76.1
deeplearning4j,SmartCommit,5,92.31
deeplearning4j,SmartCommit,5,100.0
deeplearning4j,SmartCommit,5,76.92
deeplearning4j,SmartCommit,5,73.05
deeplearning4j,SmartCommit,5,51.11
deeplearning4j,SmartCommit,5,85.35
deeplearning4j,SmartCommit,5,67.53
deeplearning4j,SmartCommit,5,55.57
deeplearning4j,SmartCommit,5,81.87
deeplearning4j,SmartCommit,5,63.98
deeplearning4j,SmartCommit,5,94.15
deeplearning4j,SmartCommit,5,74.89
deeplearning4j,SmartCommit,5,80.7
deeplearning4j,SmartCommit,5,81.3
deeplearning4j,SmartCommit,5,67.97
deeplearning4j,SmartCommit,5,26.47
deeplearning4j,SmartCommit,5,55.16
deeplearning4j,SmartCommit,5,77.33
deeplearning4j,SmartCommit,5,81.78
deeplearning4j,SmartCommit,5,82.54
deeplearning4j,SmartCommit,5,32.92
deeplearning4j,SmartCommit,5,45.48
deeplearning4j,SmartCommit,5,42.91
deeplearning4j,SmartCommit,5,58.75
deeplearning4j,SmartCommit,5,68.33
deeplearning4j,SmartCommit,5,73.22
deeplearning4j,SmartCommit,5,84.56
deeplearning4j,SmartCommit,5,71.41
deeplearning4j,SmartCommit,5,48.96
deeplearning4j,SmartCommit,5,46.84
deeplearning4j,SmartCommit,5,64.33
deeplearning4j,SmartCommit,5,71.0
deeplearning4j,SmartCommit,5,48.68
deeplearning4j,SmartCommit,5,69.11
deeplearning4j,SmartCommit,5,68.73
deeplearning4j,SmartCommit,5,82.17
deeplearning4j,SmartCommit,5,47.27
deeplearning4j,SmartCommit,5,58.06
deeplearning4j,SmartCommit,5,76.9
deeplearning4j,SmartCommit,5,41.01
deeplearning4j,SmartCommit,5,60.92
deeplearning4j,SmartCommit,5,79.43
deeplearning4j,SmartCommit,5,76.91
deeplearning4j,SmartCommit,5,54.96
deeplearning4j,SmartCommit,5,45.28
deeplearning4j,SmartCommit,5,66.81
deeplearning4j,SmartCommit,5,46.64
deeplearning4j,SmartCommit,5,52.35
elasticsearch,All,2,81.82
elasticsearch,All,2,46.43
elasticsearch,All,2,95.3
elasticsearch,All,2,94.15
elasticsearch,All,2,87.99
elasticsearch,All,2,64.43
elasticsearch,All,2,40.0
elasticsearch,All,2,57.65
elasticsearch,All,2,33.33
elasticsearch,All,2,33.33
elasticsearch,All,2,33.33
elasticsearch,All,2,81.82
elasticsearch,All,2,60.0
elasticsearch,All,2,33.33
elasticsearch,All,2,90.91
elasticsearch,All,2,85.23
elasticsearch,All,2,50.0
elasticsearch,All,2,33.33
elasticsearch,All,2,33.33
elasticsearch,All,2,0.0
elasticsearch,All,2,0.0
elasticsearch,All,2,0.0
elasticsearch,All,2,33.33
elasticsearch,All,2,33.33
elasticsearch,All,2,33.33
elasticsearch,All,2,33.33
elasticsearch,All,2,71.43
elasticsearch,All,2,53.33
elasticsearch,All,2,0.0
elasticsearch,All,2,33.33
elasticsearch,All,2,93.1
elasticsearch,All,2,49.28
elasticsearch,All,2,33.33
elasticsearch,All,2,42.86
elasticsearch,All,2,52.38
elasticsearch,All,2,74.1
elasticsearch,All,2,69.12
elasticsearch,All,2,96.74
elasticsearch,All,2,61.82
elasticsearch,All,2,77.29
elasticsearch,All,2,49.12
elasticsearch,All,2,42.86
elasticsearch,All,2,61.11
elasticsearch,All,2,0.0
elasticsearch,All,2,0.0
elasticsearch,All,2,40.0
elasticsearch,All,2,0.0
elasticsearch,All,2,71.43
elasticsearch,All,2,40.0
elasticsearch,All,2,47.37
elasticsearch,All,2,33.33
elasticsearch,All,2,53.85
elasticsearch,All,2,66.67
elasticsearch,All,2,59.09
elasticsearch,All,2,33.33
elasticsearch,All,2,81.9
elasticsearch,All,2,54.55
elasticsearch,All,2,79.64
elasticsearch,All,2,52.0
elasticsearch,All,2,78.09
elasticsearch,All,2,48.39
elasticsearch,All,2,77.42
elasticsearch,All,2,59.09
elasticsearch,All,2,78.82
elasticsearch,All,2,67.27
elasticsearch,All,2,74.29
elasticsearch,All,2,52.38
elasticsearch,All,2,76.09
elasticsearch,All,2,46.67
elasticsearch,All,2,66.01
elasticsearch,All,2,46.67
elasticsearch,All,2,48.72
elasticsearch,All,2,45.45
elasticsearch,All,2,85.71
elasticsearch,All,2,91.19
elasticsearch,All,2,72.92
elasticsearch,All,2,61.11
elasticsearch,All,2,46.67
elasticsearch,All,2,66.67
elasticsearch,All,2,46.43
elasticsearch,All,2,49.49
elasticsearch,All,2,40.0
elasticsearch,All,2,40.0
elasticsearch,All,2,76.67
elasticsearch,All,2,46.97
elasticsearch,All,2,87.54
elasticsearch,All,2,74.18
elasticsearch,All,2,0.0
elasticsearch,All,2,33.33
elasticsearch,All,2,0.0
elasticsearch,All,2,0.0
elasticsearch,All,2,0.0
elasticsearch,All,2,50.0
elasticsearch,All,2,92.39
elasticsearch,All,2,76.83
elasticsearch,All,2,46.67
elasticsearch,All,2,80.0
elasticsearch,All,2,86.71
elasticsearch,All,2,33.33
elasticsearch,All,2,47.71
elasticsearch,File,2,30.91
elasticsearch,File,2,67.86
elasticsearch,File,2,63.25
elasticsearch,File,2,13.85
elasticsearch,File,2,43.72
elasticsearch,File,2,49.41
elasticsearch,File,2,80.0
elasticsearch,File,2,100.0
elasticsearch,File,2,100.0
elasticsearch,File,2,100.0
elasticsearch,File,2,100.0
elasticsearch,File,2,23.64
elasticsearch,File,2,100.0
elasticsearch,File,2,100.0
elasticsearch,File,2,27.71
elasticsearch,File,2,40.92
elasticsearch,File,2,100.0
elasticsearch,File,2,100.0
elasticsearch,File,2,100.0
elasticsearch,File,2,100.0
elasticsearch,File,2,100.0
elasticsearch,File,2,0.0
elasticsearch,File,2,100.0
elasticsearch,File,2,100.0
elasticsearch,File,2,100.0
elasticsearch,File,2,100.0
elasticsearch,File,2,76.19
elasticsearch,File,2,86.67
elasticsearch,File,2,100.0
elasticsearch,File,2,100.0
elasticsearch,File,2,7.14
elasticsearch,File,2,54.83
elasticsearch,File,2,100.0
elasticsearch,File,2,85.71
elasticsearch,File,2,100.0
elasticsearch,File,2,41.63
elasticsearch,File,2,57.35
elasticsearch,File,2,6.32
elasticsearch,File,2,42.68
elasticsearch,File,2,25.97
elasticsearch,File,2,55.95
elasticsearch,File,2,57.14
elasticsearch,File,2,80.56
elasticsearch,File,2,100.0
elasticsearch,File,2,100.0
elasticsearch,File,2,80.0
elasticsearch,File,2,100.0
elasticsearch,File,2,76.19
elasticsearch,File,2,100.0
elasticsearch,File,2,74.27
elasticsearch,File,2,100.0
elasticsearch,File,2,51.28
elasticsearch,File,2,100.0
elasticsearch,File,2,95.45
elasticsearch,File,2,100.0
elasticsearch,File,2,22.38
elasticsearch,File,2,75.96
elasticsearch,File,2,25.54
elasticsearch,File,2,62.0
elasticsearch,File,2,23.06
elasticsearch,File,2,75.81
elasticsearch,File,2,44.56
elasticsearch,File,2,48.48
elasticsearch,File,2,26.98
elasticsearch,File,2,47.27
elasticsearch,File,2,83.33
elasticsearch,File,2,52.38
elasticsearch,File,2,43.68
elasticsearch,File,2,100.0
elasticsearch,File,2,62.81
elasticsearch,File,2,46.67
elasticsearch,File,2,69.23
elasticsearch,File,2,65.45
elasticsearch,File,2,39.56
elasticsearch,File,2,16.08
elasticsearch,File,2,32.62
elasticsearch,File,2,72.22
elasticsearch,File,2,60.0
elasticsearch,File,2,53.33
elasticsearch,File,2,57.14
elasticsearch,File,2,59.8
elasticsearch,File,2,90.0
elasticsearch,File,2,90.0
elasticsearch,File,2,38.33
elasticsearch,File,2,71.21
elasticsearch,File,2,26.78
elasticsearch,File,2,36.77
elasticsearch,File,2,100.0
elasticsearch,File,2,100.0
elasticsearch,File,2,100.0
elasticsearch,File,2,100.0
elasticsearch,File,2,100.0
elasticsearch,File,2,50.0
elasticsearch,File,2,11.96
elasticsearch,File,2,34.59
elasticsearch,File,2,60.0
elasticsearch,File,2,48.89
elasticsearch,File,2,18.27
elasticsearch,File,2,83.33
elasticsearch,File,2,81.7
elasticsearch,DefUse,2,81.82
elasticsearch,DefUse,2,46.43
elasticsearch,DefUse,2,100.0
elasticsearch,DefUse,2,25.09
elasticsearch,DefUse,2,90.91
elasticsearch,DefUse,2,58.5
elasticsearch,DefUse,2,40.0
elasticsearch,DefUse,2,57.65
elasticsearch,DefUse,2,33.33
elasticsearch,DefUse,2,33.33
elasticsearch,DefUse,2,100.0
elasticsearch,DefUse,2,81.82
elasticsearch,DefUse,2,100.0
elasticsearch,DefUse,2,33.33
elasticsearch,DefUse,2,75.32
elasticsearch,DefUse,2,100.0
elasticsearch,DefUse,2,50.0
elasticsearch,DefUse,2,33.33
elasticsearch,DefUse,2,33.33
elasticsearch,DefUse,2,0.0
elasticsearch,DefUse,2,0.0
elasticsearch,DefUse,2,0.0
elasticsearch,DefUse,2,33.33
elasticsearch,DefUse,2,33.33
elasticsearch,DefUse,2,33.33
elasticsearch,DefUse,2,33.33
elasticsearch,DefUse,2,52.38
elasticsearch,DefUse,2,80.0
elasticsearch,DefUse,2,0.0
elasticsearch,DefUse,2,33.33
elasticsearch,DefUse,2,93.1
elasticsearch,DefUse,2,53.19
elasticsearch,DefUse,2,33.33
elasticsearch,DefUse,2,42.86
elasticsearch,DefUse,2,100.0
elasticsearch,DefUse,2,54.21
elasticsearch,DefUse,2,61.76
elasticsearch,DefUse,2,6.79
elasticsearch,DefUse,2,53.68
elasticsearch,DefUse,2,37.42
elasticsearch,DefUse,2,61.15
elasticsearch,DefUse,2,42.86
elasticsearch,DefUse,2,61.11
elasticsearch,DefUse,2,0.0
elasticsearch,DefUse,2,0.0
elasticsearch,DefUse,2,40.0
elasticsearch,DefUse,2,0.0
elasticsearch,DefUse,2,71.43
elasticsearch,DefUse,2,40.0
elasticsearch,DefUse,2,88.3
elasticsearch,DefUse,2,100.0
elasticsearch,DefUse,2,53.85
elasticsearch,DefUse,2,100.0
elasticsearch,DefUse,2,96.97
elasticsearch,DefUse,2,33.33
elasticsearch,DefUse,2,81.9
elasticsearch,DefUse,2,80.1
elasticsearch,DefUse,2,37.7
elasticsearch,DefUse,2,52.0
elasticsearch,DefUse,2,64.51
elasticsearch,DefUse,2,77.22
